id,yas,gelir,kredi_tutari,kredi_suresi_ay,mevcut_borc,borc_gelir_orani,calisma_durumu,egitim,medeni_durum,ev_sahibi,kredi_gecmisi,kredi_onay
1402,63,8065,32052,72,11161,1.38,Öğrenci,Lise,Dul,Hayır,Temiz,Ret
1403,55,3839,51758,60,5601,1.46,Çalışıyor,Lise,Evli,Evet,Yeni,Ret
1404,38,14564,33758,36,9263,0.64,Öğrenci,Yüksek,Dul,Hayır,Gecikmeli,Ret
1405,38,11566,12320,72,1900,0.16,İşsiz,Lisans,Bekar,Evet,Yeni,Onay
1406,46,14353,57402,12,17208,1.2,Emekli,Lise,Evli,Evet,Gecikmeli,Ret
1407,57,18171,63200,24,7619,0.42,Emekli,Lise,Dul,Hayır,Temiz,Onay
1408,30,14062,27655,36,22142,1.57,Emekli,Yüksek,Dul,Evet,Yeni,Ret
1409,36,18301,54851,36,25336,1.38,İşsiz,Lisans,Dul,Evet,Temiz,Onay
1410,52,17802,25990,36,33458,1.88,İşsiz,Yüksek,Evli,Hayır,Yeni,Ret
1411,61,12599,38933,12,18806,1.49,Öğrenci,Yüksek,Evli,Evet,Temiz,Onay
1412,37,4942,17201,24,4032,0.82,Öğrenci,Yüksek,Bekar,Hayır,Gecikmeli,Ret
1413,24,15573,59870,12,15932,1.02,Emekli,Doktora,Bekar,Evet,Yeni,Ret
1414,41,3543,32371,24,837,0.24,Öğrenci,Lise,Bekar,Evet,Gecikmeli,Ret
1415,52,16978,19235,18,5300,0.31,İşsiz,Doktora,Bekar,Evet,Temiz,Onay
1416,65,19673,53056,36,28498,1.45,Çalışıyor,Doktora,Dul,Evet,Temiz,Ret
1417,61,3451,24379,12,6428,1.86,İşsiz,Doktora,Dul,Hayır,Temiz,Ret
1418,31,13090,16823,48,24782,1.89,İşsiz,Lisans,Bekar,Evet,Yeni,Ret
1419,21,17666,39670,12,7359,0.42,Öğrenci,Yüksek,Evli,Evet,Gecikmeli,Ret
1420,38,14476,46499,12,23237,1.61,Öğrenci,Doktora,Evli,Hayır,Temiz,Onay
1421,64,8598,57531,60,7638,0.89,Emekli,Lisans,Evli,Hayır,Gecikmeli,Ret
1422,33,12870,34728,48,18636,1.45,Çalışıyor,Yüksek,Evli,Evet,Temiz,Onay
1423,35,4094,54339,72,3114,0.76,Emekli,Yüksek,Dul,Hayır,Yeni,Ret
1424,39,19763,36917,60,2371,0.12,İşsiz,Lise,Bekar,Hayır,Gecikmeli,Ret
1425,57,17548,55499,12,17648,1.01,Öğrenci,Lisans,Dul,Evet,Yeni,Ret
1426,50,18029,47169,18,31432,1.74,Çalışıyor,Lise,Evli,Evet,Temiz,Onay
1427,58,7682,48486,36,4112,0.54,Çalışıyor,Lise,Bekar,Hayır,Temiz,Onay
1428,52,15026,43297,24,19088,1.27,Çalışıyor,Lisans,Bekar,Evet,Yeni,Ret
1429,52,13007,67401,60,1775,0.14,Emekli,Lisans,Bekar,Hayır,Temiz,Onay
1430,57,9718,68181,36,19367,1.99,Emekli,Lise,Dul,Evet,Yeni,Ret
1431,20,8492,56842,18,11634,1.37,Öğrenci,Yüksek,Bekar,Hayır,Yeni,Ret
1432,46,18007,67684,60,6185,0.34,Öğrenci,Doktora,Dul,Evet,Temiz,Onay
1433,57,19505,45966,72,12884,0.66,Emekli,Lisans,Bekar,Hayır,Temiz,Onay
1434,44,17121,29399,36,7951,0.46,Çalışıyor,Yüksek,Evli,Hayır,Yeni,Onay
1435,23,8945,49116,24,17663,1.97,Emekli,Lise,Dul,Evet,Temiz,Ret
1436,26,3723,44058,72,4723,1.27,Çalışıyor,Yüksek,Bekar,Evet,Temiz,Ret
1437,29,5604,57679,60,7832,1.4,İşsiz,Doktora,Dul,Hayır,Yeni,Onay
1438,32,7440,41158,12,2093,0.28,Çalışıyor,Doktora,Evli,Hayır,Temiz,Ret
1439,55,14653,12257,18,25882,1.77,Emekli,Doktora,Bekar,Evet,Gecikmeli,Ret
1440,46,5943,49685,60,3430,0.58,Emekli,Yüksek,Dul,Evet,Temiz,Onay
1441,45,15484,35473,72,27722,1.79,Öğrenci,Lisans,Evli,Hayır,Gecikmeli,Ret
1442,34,3278,24496,60,1760,0.54,Emekli,Lise,Bekar,Hayır,Temiz,Ret
1443,18,11358,33100,72,12170,1.07,İşsiz,Yüksek,Evli,Hayır,Yeni,Ret
1444,49,3726,34170,36,941,0.25,Öğrenci,Doktora,Bekar,Evet,Yeni,Ret
1445,41,3190,65757,18,5965,1.87,İşsiz,Yüksek,Dul,Evet,Gecikmeli,Ret
1446,22,7677,65377,36,441,0.06,Çalışıyor,Lise,Dul,Evet,Gecikmeli,Ret
1447,53,8978,6813,36,14943,1.66,Emekli,Yüksek,Evli,Hayır,Temiz,Ret
1448,20,5303,49303,24,9393,1.77,İşsiz,Yüksek,Dul,Hayır,Temiz,Ret
1449,25,7244,38762,48,11284,1.56,İşsiz,Lise,Dul,Hayır,Yeni,Onay
1450,45,5759,18802,60,10759,1.87,Emekli,Lisans,Bekar,Evet,Yeni,Onay
1451,32,10593,28144,48,19350,1.83,Öğrenci,Lisans,Bekar,Hayır,Yeni,Ret
1452,28,19504,59970,18,23881,1.22,Öğrenci,Lisans,Evli,Evet,Yeni,Ret
1453,58,6438,46914,18,4562,0.71,Çalışıyor,Yüksek,Bekar,Hayır,Temiz,Ret
1454,41,19958,14253,18,25300,1.27,Çalışıyor,Doktora,Dul,Hayır,Yeni,Ret
1455,52,17610,14009,18,22621,1.28,Emekli,Yüksek,Evli,Evet,Temiz,Onay
1456,51,4096,48975,36,7668,1.87,İşsiz,Yüksek,Evli,Hayır,Gecikmeli,Ret
1457,42,14003,59491,24,23382,1.67,İşsiz,Lisans,Evli,Hayır,Gecikmeli,Ret
1458,19,5696,22566,60,8160,1.43,İşsiz,Yüksek,Dul,Evet,Gecikmeli,Ret
1459,59,13328,21319,48,22458,1.69,Çalışıyor,Yüksek,Dul,Evet,Yeni,Ret
1460,52,8086,24495,18,12159,1.5,Çalışıyor,Doktora,Dul,Evet,Temiz,Ret
1461,48,6028,51893,72,5975,0.99,Emekli,Yüksek,Bekar,Evet,Gecikmeli,Ret
1462,25,4125,50441,48,3425,0.83,Emekli,Doktora,Evli,Evet,Yeni,Onay
1463,51,9926,51975,12,1889,0.19,Emekli,Yüksek,Dul,Hayır,Gecikmeli,Ret
1464,54,16223,63371,48,21786,1.34,Emekli,Lisans,Evli,Hayır,Yeni,Ret
1465,51,16500,23385,60,21450,1.3,İşsiz,Yüksek,Evli,Hayır,Temiz,Onay
1466,30,18619,6412,12,34908,1.87,Öğrenci,Lise,Dul,Evet,Gecikmeli,Ret
1467,39,13550,56261,12,21401,1.58,İşsiz,Lise,Dul,Evet,Yeni,Ret
1468,50,6511,62833,60,3833,0.59,Öğrenci,Lise,Bekar,Hayır,Gecikmeli,Ret
1469,59,5731,34860,12,6261,1.09,İşsiz,Lise,Dul,Evet,Yeni,Ret
1470,48,16239,52542,72,27245,1.68,Öğrenci,Lise,Dul,Evet,Temiz,Onay
1471,38,2531,58121,12,2059,0.81,İşsiz,Yüksek,Dul,Evet,Yeni,Onay
1472,51,10875,45942,72,9306,0.86,Çalışıyor,Doktora,Dul,Hayır,Temiz,Onay
1473,48,16237,17190,24,19335,1.19,Emekli,Yüksek,Evli,Evet,Gecikmeli,Ret
1474,46,9856,33477,60,573,0.06,Çalışıyor,Doktora,Dul,Evet,Gecikmeli,Ret
1475,25,19319,45056,24,16916,0.88,Çalışıyor,Lisans,Dul,Hayır,Gecikmeli,Ret
1476,27,16162,52408,24,932,0.06,Öğrenci,Doktora,Bekar,Hayır,Temiz,Onay
1477,57,8584,45402,48,5371,0.63,Öğrenci,Lisans,Bekar,Hayır,Gecikmeli,Ret
1478,21,12598,6595,72,18463,1.47,Öğrenci,Lise,Dul,Hayır,Gecikmeli,Ret
1479,57,13587,64038,24,5820,0.43,Emekli,Lisans,Dul,Hayır,Yeni,Onay
1480,60,2581,20098,72,1337,0.52,Emekli,Yüksek,Dul,Evet,Gecikmeli,Ret
1481,65,13004,24273,48,19570,1.5,İşsiz,Lisans,Dul,Evet,Yeni,Ret
1482,38,4474,24328,72,8544,1.91,Emekli,Doktora,Dul,Hayır,Temiz,Ret
1483,40,11980,58853,24,7696,0.64,Çalışıyor,Lisans,Bekar,Evet,Temiz,Onay
1484,35,5391,28142,36,1886,0.35,İşsiz,Doktora,Bekar,Hayır,Yeni,Onay
1485,46,17678,42556,24,32720,1.85,Çalışıyor,Lisans,Evli,Hayır,Temiz,Onay
1486,23,2922,32030,18,2271,0.78,Çalışıyor,Yüksek,Bekar,Hayır,Gecikmeli,Ret
1487,21,7061,50515,18,301,0.04,Çalışıyor,Lisans,Dul,Evet,Temiz,Ret
1488,47,15029,29470,60,23620,1.57,Emekli,Doktora,Evli,Evet,Gecikmeli,Ret
1489,31,3539,12346,60,4660,1.32,Emekli,Yüksek,Bekar,Hayır,Gecikmeli,Ret
1490,45,2774,66365,60,5473,1.97,Emekli,Lise,Bekar,Evet,Gecikmeli,Ret
1491,36,4350,68736,12,2746,0.63,Öğrenci,Yüksek,Dul,Hayır,Temiz,Onay
1492,55,2784,51799,36,3421,1.23,İşsiz,Yüksek,Dul,Evet,Yeni,Ret
1493,18,17075,63481,60,11153,0.65,İşsiz,Lise,Evli,Hayır,Gecikmeli,Onay
1494,57,2136,6176,24,1616,0.76,Çalışıyor,Lisans,Evli,Evet,Yeni,Ret
1495,41,14126,39168,36,2095,0.15,Öğrenci,Doktora,Bekar,Hayır,Gecikmeli,Ret
1496,46,18554,36312,72,12743,0.69,Öğrenci,Lisans,Bekar,Hayır,Gecikmeli,Onay
1497,60,11774,67275,24,8807,0.75,Öğrenci,Lisans,Dul,Evet,Temiz,Onay
1498,29,16307,50652,60,22453,1.38,Öğrenci,Yüksek,Evli,Evet,Temiz,Onay
1499,60,2191,39252,60,2019,0.92,Çalışıyor,Lisans,Bekar,Evet,Temiz,Ret
1500,60,10476,9542,36,2402,0.23,Çalışıyor,Yüksek,Evli,Hayır,Gecikmeli,Ret
1501,25,14826,16332,18,19609,1.32,Çalışıyor,Yüksek,Bekar,Hayır,Temiz,Onay
1502,20,9382,16916,36,11936,1.27,Çalışıyor,Lise,Dul,Hayır,Temiz,Onay
1503,42,7917,12744,18,1043,0.13,Emekli,Lise,Dul,Evet,Temiz,Onay
1504,48,17121,47836,60,24452,1.43,Öğrenci,Yüksek,Evli,Hayır,Yeni,Ret
1505,41,17153,31828,12,1363,0.08,Çalışıyor,Lise,Evli,Evet,Gecikmeli,Ret
1506,43,7967,58548,24,3444,0.43,İşsiz,Doktora,Bekar,Evet,Yeni,Ret
1507,24,16951,20779,72,14856,0.88,Emekli,Yüksek,Dul,Hayır,Temiz,Ret
1508,18,7682,8089,18,8355,1.09,Çalışıyor,Lisans,Evli,Evet,Yeni,Ret
1509,19,8269,61080,72,535,0.06,Emekli,Lisans,Evli,Hayır,Yeni,Ret
1510,20,16050,10095,24,2998,0.19,Emekli,Lise,Evli,Hayır,Temiz,Onay
1511,37,13699,32770,36,6054,0.44,İşsiz,Lisans,Bekar,Evet,Temiz,Onay
1512,34,10216,25645,18,7140,0.7,Öğrenci,Doktora,Evli,Hayır,Temiz,Onay
1513,47,2462,51175,36,4648,1.89,İşsiz,Doktora,Bekar,Hayır,Gecikmeli,Ret
1514,51,8727,5245,48,11095,1.27,Emekli,Lise,Evli,Evet,Temiz,Ret
1515,31,12081,6929,12,7798,0.65,Emekli,Doktora,Dul,Hayır,Gecikmeli,Ret
1516,18,2273,6092,36,39,0.02,İşsiz,Lise,Evli,Hayır,Temiz,Ret
1517,47,4770,51815,60,7804,1.64,Çalışıyor,Lise,Evli,Evet,Yeni,Ret
1518,49,2643,42900,12,4084,1.55,İşsiz,Lisans,Bekar,Hayır,Yeni,Ret
1519,52,4974,6127,12,7928,1.59,İşsiz,Yüksek,Bekar,Evet,Gecikmeli,Ret
1520,62,11400,6242,72,4471,0.39,Öğrenci,Lise,Bekar,Evet,Gecikmeli,Ret
1521,52,18537,58302,12,24564,1.33,Emekli,Yüksek,Evli,Evet,Yeni,Ret
1522,26,2863,7968,12,535,0.19,Çalışıyor,Lisans,Dul,Hayır,Gecikmeli,Ret
1523,65,10006,40553,36,15690,1.57,İşsiz,Yüksek,Dul,Hayır,Temiz,Onay
1524,52,13035,52645,12,24767,1.9,İşsiz,Lisans,Evli,Hayır,Gecikmeli,Ret
1525,22,6955,29910,36,13622,1.96,Emekli,Doktora,Bekar,Evet,Gecikmeli,Onay
1526,36,14503,53755,24,24053,1.66,Çalışıyor,Lise,Bekar,Hayır,Temiz,Onay
1527,53,10488,68614,12,2777,0.26,Öğrenci,Yüksek,Bekar,Evet,Yeni,Onay
1528,36,10416,47670,24,19118,1.84,İşsiz,Lise,Bekar,Evet,Gecikmeli,Ret
1529,48,19642,25010,60,799,0.04,Çalışıyor,Yüksek,Bekar,Hayır,Temiz,Ret
1530,58,19361,20464,72,19146,0.99,Çalışıyor,Lisans,Bekar,Evet,Yeni,Ret
1531,20,14746,21792,72,5048,0.34,Öğrenci,Yüksek,Evli,Evet,Gecikmeli,Ret
1532,46,10589,68179,24,425,0.04,İşsiz,Doktora,Bekar,Evet,Gecikmeli,Ret
1533,38,13448,26007,12,18052,1.34,İşsiz,Yüksek,Bekar,Hayır,Yeni,Ret
1534,34,6521,38165,12,11729,1.8,Öğrenci,Lisans,Evli,Hayır,Gecikmeli,Ret
1535,39,12455,51308,72,19969,1.6,Emekli,Lisans,Dul,Evet,Yeni,Ret
1536,53,13935,67197,48,27329,1.96,Çalışıyor,Doktora,Bekar,Evet,Temiz,Onay
1537,60,2735,56368,12,3647,1.33,İşsiz,Lisans,Bekar,Hayır,Gecikmeli,Ret
1538,33,2835,8089,48,106,0.04,Öğrenci,Lisans,Dul,Hayır,Yeni,Ret
1539,37,3883,57316,60,6028,1.55,Emekli,Lise,Bekar,Hayır,Gecikmeli,Onay
1540,46,15383,29622,36,13848,0.9,Emekli,Yüksek,Bekar,Evet,Temiz,Onay
1541,44,17829,33007,36,21066,1.18,Öğrenci,Lisans,Dul,Evet,Temiz,Onay
1542,18,14570,12247,72,29112,2.0,İşsiz,Lise,Bekar,Evet,Gecikmeli,Ret
1543,38,15065,7879,60,620,0.04,Öğrenci,Lisans,Dul,Evet,Yeni,Onay
1544,52,13214,56917,48,24787,1.88,Çalışıyor,Yüksek,Evli,Hayır,Gecikmeli,Ret
1545,22,16710,58874,72,23016,1.38,Çalışıyor,Doktora,Evli,Hayır,Yeni,Ret
1546,36,6807,39701,12,7532,1.11,Çalışıyor,Lisans,Bekar,Hayır,Temiz,Ret
1547,47,14190,25170,48,26102,1.84,Emekli,Lisans,Evli,Evet,Yeni,Onay
1548,46,14606,17921,72,13158,0.9,Emekli,Yüksek,Dul,Hayır,Gecikmeli,Ret
1549,48,9019,34573,18,2058,0.23,Emekli,Yüksek,Dul,Evet,Temiz,Onay
1550,18,10191,31387,24,8197,0.8,İşsiz,Yüksek,Evli,Hayır,Temiz,Ret
1551,37,11567,8071,18,12128,1.05,Emekli,Yüksek,Dul,Evet,Gecikmeli,Ret
1552,54,2426,65127,36,4063,1.67,Emekli,Yüksek,Dul,Hayır,Temiz,Ret
1553,23,19372,16839,18,27870,1.44,İşsiz,Lise,Evli,Evet,Gecikmeli,Ret
1554,41,9276,37337,12,16005,1.73,Öğrenci,Lisans,Bekar,Evet,Temiz,Onay
1555,42,16146,30538,24,19499,1.21,İşsiz,Lise,Dul,Evet,Temiz,Onay
1556,56,5743,6392,36,10828,1.89,İşsiz,Yüksek,Dul,Hayır,Gecikmeli,Ret
1557,33,7270,54005,48,4551,0.63,Öğrenci,Doktora,Evli,Evet,Gecikmeli,Ret
1558,60,17896,43732,60,21166,1.18,İşsiz,Lise,Dul,Evet,Gecikmeli,Ret
1559,51,10731,40321,36,8058,0.75,Çalışıyor,Doktora,Bekar,Evet,Temiz,Onay
1560,38,12016,38907,24,7532,0.63,İşsiz,Lisans,Bekar,Hayır,Temiz,Onay
1561,34,10950,51411,18,15482,1.41,Öğrenci,Lise,Dul,Evet,Gecikmeli,Ret
1562,23,18825,21100,60,9664,0.51,Öğrenci,Yüksek,Evli,Hayır,Yeni,Onay
1563,39,16475,60490,60,25698,1.56,Emekli,Yüksek,Dul,Evet,Gecikmeli,Ret
1564,61,19098,55746,48,948,0.05,Emekli,Doktora,Evli,Hayır,Yeni,Ret
1565,30,2536,30999,24,1562,0.62,Emekli,Lise,Dul,Hayır,Yeni,Onay
1566,38,4477,28676,72,196,0.04,Öğrenci,Lisans,Dul,Hayır,Gecikmeli,Ret
1567,39,12880,69649,60,18585,1.44,Çalışıyor,Doktora,Evli,Hayır,Temiz,Onay
1568,60,17383,6191,72,1827,0.11,Emekli,Lise,Dul,Hayır,Yeni,Ret
1569,29,2663,29706,72,3450,1.3,Çalışıyor,Doktora,Bekar,Evet,Gecikmeli,Ret
1570,27,4763,35806,36,6478,1.36,Çalışıyor,Lise,Dul,Evet,Yeni,Ret
1571,49,13936,57873,12,17990,1.29,İşsiz,Doktora,Evli,Evet,Temiz,Onay
1572,19,3606,12689,36,5653,1.57,Çalışıyor,Lise,Evli,Evet,Gecikmeli,Ret
1573,25,5341,9733,36,9850,1.84,Çalışıyor,Lisans,Dul,Hayır,Yeni,Ret
1574,34,16939,20338,60,24208,1.43,Öğrenci,Doktora,Dul,Hayır,Temiz,Onay
1575,60,4587,41446,24,6466,1.41,Emekli,Lise,Bekar,Hayır,Temiz,Ret
1576,21,2359,41318,60,4113,1.74,Emekli,Lisans,Dul,Hayır,Gecikmeli,Ret
1577,23,10019,42845,12,4935,0.49,İşsiz,Doktora,Evli,Evet,Temiz,Onay
1578,64,16339,20046,36,16440,1.01,İşsiz,Lisans,Evli,Evet,Temiz,Onay
1579,39,16527,64999,48,8722,0.53,Emekli,Lisans,Dul,Evet,Yeni,Onay
1580,23,17360,37514,72,21253,1.22,Emekli,Yüksek,Dul,Hayır,Yeni,Ret
1581,31,16470,42262,12,6111,0.37,Öğrenci,Yüksek,Evli,Hayır,Gecikmeli,Ret
1582,30,3497,8989,12,2242,0.64,İşsiz,Doktora,Dul,Evet,Gecikmeli,Ret
1583,53,16294,9345,18,23745,1.46,Öğrenci,Lisans,Dul,Evet,Temiz,Onay
1584,50,12598,8048,18,18733,1.49,İşsiz,Lise,Evli,Hayır,Temiz,Onay
1585,58,4450,55574,36,4495,1.01,Emekli,Doktora,Evli,Evet,Yeni,Ret
1586,38,16356,49670,60,11864,0.73,Öğrenci,Lise,Evli,Evet,Yeni,Onay
1587,43,8009,25021,36,1995,0.25,Öğrenci,Lisans,Evli,Evet,Yeni,Ret
1588,46,8500,19769,60,9852,1.16,Öğrenci,Yüksek,Bekar,Evet,Gecikmeli,Onay
1589,53,18654,26227,18,5645,0.3,İşsiz,Lise,Evli,Evet,Temiz,Onay
1590,64,19351,36045,72,15128,0.78,Çalışıyor,Lise,Bekar,Evet,Gecikmeli,Ret
1591,54,10838,35284,12,14091,1.3,Çalışıyor,Lisans,Evli,Hayır,Temiz,Onay
1592,52,11329,25802,60,3002,0.26,Çalışıyor,Doktora,Evli,Hayır,Yeni,Onay
1593,49,7704,28569,60,2053,0.27,Emekli,Yüksek,Dul,Hayır,Gecikmeli,Ret
1594,19,14311,18906,18,19074,1.33,Çalışıyor,Yüksek,Dul,Hayır,Temiz,Onay
1595,47,6779,49961,36,668,0.1,Emekli,Lise,Dul,Evet,Yeni,Ret
1596,35,18665,26753,60,18471,0.99,Çalışıyor,Doktora,Evli,Hayır,Gecikmeli,Ret
1597,60,7650,38534,60,10926,1.43,İşsiz,Lisans,Dul,Hayır,Gecikmeli,Ret
1598,32,11975,67779,36,1455,0.12,İşsiz,Lise,Dul,Evet,Gecikmeli,Ret
1599,61,15314,63603,60,8883,0.58,Öğrenci,Lisans,Bekar,Hayır,Yeni,Ret
1600,62,18232,5826,12,30231,1.66,Çalışıyor,Lisans,Dul,Hayır,Yeni,Ret
1601,38,2036,26887,18,3235,1.59,İşsiz,Yüksek,Dul,Evet,Temiz,Ret
1602,43,18590,34863,48,5249,0.28,İşsiz,Doktora,Bekar,Evet,Gecikmeli,Ret
1603,58,19797,58436,36,10411,0.53,İşsiz,Lisans,Dul,Evet,Yeni,Onay
1604,55,10731,15776,48,873,0.08,Emekli,Lise,Dul,Hayır,Gecikmeli,Ret
1605,45,4066,20977,60,4712,1.16,İşsiz,Doktora,Bekar,Hayır,Yeni,Ret
1606,30,17155,51661,18,1610,0.09,İşsiz,Yüksek,Bekar,Hayır,Gecikmeli,Ret
1607,30,2365,68443,24,283,0.12,Emekli,Lisans,Dul,Evet,Gecikmeli,Ret
1608,45,13634,53280,24,122,0.01,İşsiz,Yüksek,Evli,Evet,Gecikmeli,Ret
1609,39,17387,67199,12,2159,0.12,Çalışıyor,Lise,Dul,Evet,Temiz,Onay
1610,39,13579,38148,48,6770,0.5,Öğrenci,Yüksek,Bekar,Hayır,Gecikmeli,Ret
1611,51,4207,11753,72,4817,1.14,Öğrenci,Lisans,Bekar,Hayır,Temiz,Ret
1612,38,16282,16044,24,12471,0.77,İşsiz,Lise,Evli,Hayır,Yeni,Ret
1613,37,15308,24946,24,10076,0.66,Öğrenci,Lisans,Dul,Evet,Gecikmeli,Ret
1614,34,8668,53860,48,13356,1.54,Çalışıyor,Lisans,Dul,Evet,Gecikmeli,Onay
1615,39,3343,35416,72,2145,0.64,Emekli,Lise,Evli,Evet,Yeni,Ret
1616,47,7800,56010,48,11165,1.43,İşsiz,Yüksek,Dul,Evet,Temiz,Ret
1617,62,13944,40079,18,21441,1.54,Öğrenci,Lise,Evli,Hayır,Temiz,Onay
1618,63,6644,33171,12,7173,1.08,Öğrenci,Lise,Evli,Hayır,Gecikmeli,Ret
1619,54,6740,21694,12,9576,1.42,Emekli,Doktora,Bekar,Evet,Gecikmeli,Ret
1620,63,9081,68438,48,14472,1.59,Öğrenci,Lise,Evli,Evet,Temiz,Onay
1621,23,13646,41419,12,10794,0.79,Emekli,Doktora,Bekar,Hayır,Gecikmeli,Ret
1622,54,5843,68850,72,489,0.08,Çalışıyor,Yüksek,Dul,Hayır,Yeni,Ret
1623,59,14354,29191,18,13522,0.94,Çalışıyor,Yüksek,Evli,Evet,Temiz,Onay
1624,18,15016,8315,72,17422,1.16,İşsiz,Lise,Evli,Evet,Gecikmeli,Ret
1625,30,6754,31158,12,7915,1.17,Öğrenci,Lisans,Bekar,Hayır,Yeni,Ret
1626,52,6396,36741,60,12350,1.93,Emekli,Yüksek,Dul,Hayır,Gecikmeli,Ret
1627,51,4269,32305,48,1278,0.3,Emekli,Doktora,Dul,Hayır,Gecikmeli,Ret
1628,21,15523,62488,36,26814,1.73,İşsiz,Lise,Bekar,Evet,Temiz,Onay
1629,63,9125,49104,72,2408,0.26,İşsiz,Lise,Bekar,Hayır,Temiz,Onay
1630,48,9499,21881,60,8025,0.84,Emekli,Yüksek,Bekar,Evet,Temiz,Ret
1631,55,15528,44349,48,24980,1.61,Emekli,Doktora,Dul,Evet,Temiz,Onay
1632,49,4771,16861,60,2140,0.45,Çalışıyor,Yüksek,Dul,Hayır,Temiz,Ret
1633,54,13192,10361,48,10411,0.79,Çalışıyor,Lise,Bekar,Hayır,Gecikmeli,Onay
1634,45,14739,64456,72,7670,0.52,Çalışıyor,Doktora,Dul,Evet,Gecikmeli,Ret
1635,21,2780,51028,48,5437,1.96,İşsiz,Lise,Dul,Evet,Temiz,Onay
1636,27,11256,52390,12,16461,1.46,Emekli,Doktora,Bekar,Evet,Gecikmeli,Ret
1637,43,5861,50318,18,3825,0.65,İşsiz,Doktora,Evli,Hayır,Temiz,Onay
1638,48,12988,6234,36,10508,0.81,İşsiz,Yüksek,Evli,Hayır,Yeni,Ret
1639,49,11262,39933,72,9946,0.88,Öğrenci,Lise,Bekar,Hayır,Gecikmeli,Ret
1640,58,14906,23262,60,4919,0.33,Öğrenci,Lisans,Dul,Hayır,Yeni,Onay
1641,63,9496,43460,12,9605,1.01,Öğrenci,Lisans,Bekar,Evet,Temiz,Onay
1642,30,10333,11111,36,222,0.02,Çalışıyor,Lisans,Dul,Hayır,Yeni,Ret
1643,52,13507,56719,60,21189,1.57,İşsiz,Lise,Bekar,Evet,Temiz,Onay
1644,26,13960,58631,24,4196,0.3,İşsiz,Yüksek,Dul,Hayır,Gecikmeli,Onay
1645,23,8610,17561,18,4687,0.54,Emekli,Doktora,Evli,Evet,Yeni,Ret
1646,56,14865,12788,48,28040,1.89,Öğrenci,Yüksek,Dul,Hayır,Temiz,Onay
1647,60,2297,20478,72,2526,1.1,Öğrenci,Doktora,Dul,Evet,Gecikmeli,Ret
1648,32,11183,13732,72,18039,1.61,Öğrenci,Yüksek,Dul,Evet,Gecikmeli,Ret
1649,30,2197,12407,24,1459,0.66,İşsiz,Lise,Bekar,Hayır,Yeni,Ret
1650,24,8988,49147,18,12674,1.41,Emekli,Doktora,Bekar,Evet,Yeni,Ret
1651,35,10850,35548,24,17577,1.62,Emekli,Lisans,Bekar,Evet,Gecikmeli,Ret
1652,28,13076,67366,12,7283,0.56,İşsiz,Lisans,Bekar,Evet,Temiz,Onay
1653,52,5159,16602,48,1874,0.36,Emekli,Yüksek,Bekar,Hayır,Gecikmeli,Ret
1654,52,19544,57946,72,13094,0.67,Emekli,Lise,Bekar,Evet,Yeni,Ret
1655,18,4792,29773,36,8718,1.82,Öğrenci,Yüksek,Dul,Hayır,Gecikmeli,Ret
1656,38,4588,10006,24,636,0.14,Emekli,Doktora,Evli,Evet,Temiz,Ret
1657,37,13605,13823,18,10389,0.76,Öğrenci,Doktora,Evli,Hayır,Temiz,Onay
1658,44,12370,49875,60,20482,1.66,Çalışıyor,Lise,Dul,Evet,Temiz,Onay
1659,43,5352,38478,72,5121,0.96,Öğrenci,Yüksek,Bekar,Hayır,Gecikmeli,Ret
1660,54,12405,21283,36,20995,1.69,Çalışıyor,Lise,Bekar,Hayır,Temiz,Onay
1661,26,5750,30442,36,448,0.08,Öğrenci,Yüksek,Bekar,Evet,Temiz,Onay
1662,19,18256,42864,36,34898,1.91,İşsiz,Lisans,Evli,Hayır,Gecikmeli,Onay
1663,59,4601,55075,18,4240,0.92,Öğrenci,Lise,Bekar,Evet,Temiz,Onay
1664,18,10690,54186,72,9272,0.87,Çalışıyor,Yüksek,Evli,Hayır,Temiz,Ret
1665,52,6630,5966,48,641,0.1,İşsiz,Doktora,Bekar,Hayır,Gecikmeli,Ret
1666,40,9087,46562,48,15022,1.65,İşsiz,Doktora,Dul,Hayır,Gecikmeli,Ret
1667,62,3329,33569,18,886,0.27,İşsiz,Doktora,Dul,Evet,Gecikmeli,Ret
1668,63,4813,64312,24,4742,0.99,Öğrenci,Lise,Dul,Hayır,Yeni,Ret
1669,52,10680,26537,72,10936,1.02,Emekli,Yüksek,Evli,Evet,Yeni,Ret
1670,45,9946,16418,18,11850,1.19,Çalışıyor,Doktora,Dul,Evet,Yeni,Ret
1671,22,3030,28665,36,228,0.08,Öğrenci,Lisans,Bekar,Hayır,Gecikmeli,Ret
1672,62,4213,9329,18,205,0.05,Öğrenci,Yüksek,Dul,Hayır,Yeni,Onay
1673,30,4607,33025,18,2193,0.48,İşsiz,Lise,Bekar,Evet,Temiz,Onay
1674,47,14156,55003,12,13586,0.96,Öğrenci,Yüksek,Bekar,Evet,Yeni,Ret
1675,44,13301,59837,18,19933,1.5,Öğrenci,Doktora,Bekar,Evet,Gecikmeli,Ret
1676,19,8397,12873,60,11448,1.36,Emekli,Doktora,Dul,Evet,Temiz,Ret
1677,21,19917,29399,48,32058,1.61,Öğrenci,Lisans,Dul,Hayır,Gecikmeli,Ret
